CreateMeshBuilder,
AddVertex,-5,-0.17,-1
AddVertex,-5,-0.17,30.5
AddVertex,-5,5,30.5
AddVertex,-5,5,-1
AddFace2,0,1,2,3
LoadTexture,wall_tl0.bmp
SetTextureCoordinates,0,0,1
SetTextureCoordinates,1,1,1
SetTextureCoordinates,2,1,0
SetTextureCoordinates,3,0,0

CreateMeshBuilder,
AddVertex,-4.95,-0.17,-1
AddVertex,-4.95,-0.17,30.5
AddVertex,-4.95,5,30.5
AddVertex,-4.95,5,-1
AddFace2,0,1,2,3
LoadTexture,wire.bmp
SetTextureCoordinates,0,0,1
SetTextureCoordinates,1,1,1
SetTextureCoordinates,2,1,0
SetTextureCoordinates,3,0,0
SetDecalTransparentColor,0,0,255

CreateMeshBuilder,
AddVertex,-5,-0.17,-1
AddVertex,-5,-0.17,30.5
AddVertex,0,-0.17,30.5
AddVertex,0,-0.17,-1
AddFace2,3,2,1,0
LoadTexture,wall_tl0.bmp
SetTextureCoordinates,0,0,0.5
SetTextureCoordinates,1,1,0.5
SetTextureCoordinates,2,1,0
SetTextureCoordinates,3,0,0

CreateMeshBuilder,
AddVertex,-5,5,-1
AddVertex,-5,5,30.5
AddVertex,0,5,30.5
AddVertex,0,5,-1
AddFace2,3,2,1,0
LoadTexture,wall_tl0.bmp
SetTextureCoordinates,0,0,0.5
SetTextureCoordinates,1,1,0.5
SetTextureCoordinates,2,1,0
SetTextureCoordinates,3,0,0
